source,statement,description,link
Mun Choi,"“The facility (NextGen Precision Health Institute) construction alone will bring 3,400 jobs and $472 million in revenue to Missouri.”","stated on February 25, 2020 in an email update:",https://www.politifact.com/factchecks/2020/apr/24/mun-choi/um-system-president-rates-mostly-true-claim-about-/
Tom Tiffany,Says Department of Health Services Secretary Andrea Palm is a “career bureaucrat with no past ties to Wisconsin.”,"stated on April 20, 2020 in a public forum:",https://www.politifact.com/factchecks/2020/apr/22/tom-tiffany/state-health-secretary-andrea-palm-not-wisconsin-s/
Jay Inslee,Stay-at-home orders “actually are the law of these states.”,"stated on April 19, 2020 in an interview on ABC's ""This Week"":",https://www.politifact.com/factchecks/2020/apr/21/jay-inslee/are-stay-home-orders-laws-jay-inslee-said/
Gretchen Whitmer,"“During the flu pandemic of 1918, some cities lifted social distancing measures too fast, too soon, and created a second wave of pandemic.”","stated on April 15, 2020 in an April 15, 2020 press conference:",https://www.politifact.com/factchecks/2020/apr/17/gretchen-whitmer/what-1918-flu-pandemic-shows-us-about-social-dista/
Public Citizen,"Says 3.5 million U.S. citizens lost their employer-tied health insurance in March, while zero lost their coverage in 20 other large nations combined.","stated on April 4, 2020 in a tweet:",https://www.politifact.com/factchecks/2020/apr/16/public-citizen/yes-millions-us-have-lost-job-related-health-insur/
Facebook posts,Images show COVID-19 victims being buried in mass graves in New York City.,"stated on April 10, 2020 in Facebook posts:",https://www.politifact.com/factchecks/2020/apr/15/facebook-posts/fact-checking-posts-about-mass-graves-nyc/
Bernie Sanders,"“It has been estimated that only 12% of workers in businesses that are likely to stay open during this crisis are receiving paid sick leave benefits as a result of the second coronavirus relief package.""","stated on April 8, 2020 in an op-ed published in The Guardian:",https://www.politifact.com/factchecks/2020/apr/13/bernie-sanders/sanders-coronavirus-relief-effort-congress-fell-sh/
Viral image,"Says a California surfer was “alone, in the ocean,” when he was arrested for violating the state’s stay-at-home order.","stated on April 8, 2020 in a Facebook post:",https://www.politifact.com/factchecks/2020/apr/09/viral-image/la-county-sheriffs-deputies-arrested-paddle-boarde/
Dan Patrick,"Says for the coronavirus, “the death rate in Texas, per capita of 29 million people, we're one of the lowest in the country.""","stated on March 31, 2020 in a briefing:",https://www.politifact.com/factchecks/2020/apr/03/dan-patrick/now-texas-among-states-lowest-coronavirus-death-ra/
Facebook posts,"Says a study projects Wisconsin’s coronavirus cases will peak on April 26, 2020","stated on March 29, 2020 in a viral post:",https://www.politifact.com/factchecks/2020/mar/31/facebook-posts/wisconsin-coronavirus-cases-peak-april-26-may-22/
Facebook posts,Says truck drivers are being turned away from fast-food restaurants during the COVID-19 pandemic.,"stated on March 20, 2020 in a Facebook post:",https://www.politifact.com/factchecks/2020/mar/26/facebook-posts/some-fast-food-chains-turn-away-truckers-drive-thr/
Facebook posts,“Bill Gates told us about the coronavirus in 2015.”,"stated on March 15, 2020 in a Facebook post:",https://www.politifact.com/factchecks/2020/mar/25/facebook-posts/bill-gates-warned-2015-we-were-unprepared-infectio/
Donald Trump,Says Nancy Pelosi’s coronavirus bill includes “tax credits for solar and wind energy … retirement plans for community newspaper employees … $300 million for PBS … climate change studies” and more.,"stated on March 24, 2020 in a campaign ad:",https://www.politifact.com/factchecks/2020/mar/24/donald-trump/trump-campaign-ad-mostly-right-provisions-pelosis-/
JB Pritzker,Says it was “unquestionably” not within his “legal authority” to postpone Illinois’ primary election by changing the date or shifting to vote-by-mail.,"stated on March 17, 2020 in remarks at a press conference:",https://www.politifact.com/factchecks/2020/mar/24/jb-pritzker/did-pritzker-lack-authority-postpone-illinois-prim/
Facebook posts,“Wisconsin is the only state where all Republicans voted against protecting its citizens.”,"stated on March 19, 2020 in a Facebook post:",https://www.politifact.com/factchecks/2020/mar/20/facebook-posts/yes-wisconsin-only-state-where-all-republicans-opp/
Facebook posts,"2019 coronavirus can live for ""up to 3 hours in the air, up to 4 hours on copper, up to 24 hours on cardboard up to 3 days on plastic and stainless steel.”","stated on March 18, 2020 in an infographic:",https://www.politifact.com/factchecks/2020/mar/20/facebook-posts/covid-19-could-live-3-days-depending-surface/
Facebook posts,"Says 93,000 blacks didn’t vote in Milwaukee (in 2016)","stated on March 5, 2020 in a Facebook post:",https://www.politifact.com/factchecks/2020/mar/19/facebook-posts/Milwaukee-black-voter-turnout-2016-Trump-Clinton/
Viral image,"Says 80% of novel coronavirus cases are ""mild.""","stated on March 9, 2020 in a chart:",https://www.politifact.com/factchecks/2020/mar/13/viral-image/are-80-percent-coronavirus-cases-mild/
Donald Trump,"“During the 2009 swine flu outbreak, Biden made reckless comments unsupported by science & the experts. The Obama Admin had to clean up his mess & apologize for his ineptitude.”","stated on March 12, 2020 in a tweet:",https://www.politifact.com/factchecks/2020/mar/13/donald-trump/fact-checking-trump-campaign-claim-bidens-2009-swi/
Chris Kapenga,“Car thefts (are) increasing in 8 of the 10 most populous (Wisconsin) counties.”,"stated on February 19, 2020 in news release:",https://www.politifact.com/factchecks/2020/mar/12/chris-kapanga/yes-auto-theft-most-large-wisconsin-counties-thoug/
Facebook posts,"Says Joe Biden “attacked voters this primary,” saying “damn liar,” “full of s---” and “dog-faced pony soldier.”","stated on March 10, 2020 in an image:",https://www.politifact.com/factchecks/2020/mar/12/facebook-posts/yes-biden-did-call-voters-damn-liar-lying-dog-face/
Bernie Sanders,"“Trade agreements like NAFTA and permanent normal trade relations with China, which forced American workers to compete against people making pennies an hour, has resulted in the loss of 160,000 jobs here in Michigan.""","stated on March 8, 2020 in an interview on NBC's ""Meet the Press"":",https://www.politifact.com/factchecks/2020/mar/10/bernie-sanders/sanders-correct-nafta-china-trade-cost-thousands-j/
Cheri Toalson Reisch,"“In Boone County (Missouri) with a 1.7% unemployment rate, we can’t find enough people, we can’t fill all the job openings.”","stated on February 1, 2020 in a House Special Committee hearing on Criminal Justice:",https://www.politifact.com/factchecks/2020/mar/10/cheri-toalson-reisch/reisch-says-low-unemployment-rate-isnt-always-good/
Joe Biden,Says Bernie Sanders “voted against the Brady Bill five times for background checks on people.”,"stated on March 5, 2020 in an interview with NBC:",https://www.politifact.com/factchecks/2020/mar/09/joe-biden/did-bernie-sanders-vote-against-brady-bill-five-ti/
Gwen Moore,"""Prescription drug companies are charging Americans prices that are on average 4x higher than what's charged in other countries.""","stated on December 11, 2019 in a tweet:",https://www.politifact.com/factchecks/2020/mar/05/gwen-moore/wisconsin-us-rep-moore-target-prescription-drug-co/
Lou Dobbs,"The United States is “actually screening fewer people (for the coronavirus than other countries) because we don't have appropriate testing.""","stated on March 2, 2020 in a TV interview:",https://www.politifact.com/factchecks/2020/mar/04/lou-dobbs/lou-dobbs-says-united-states-screening-fewer-peopl/
Bernie Sanders,“Mike Bloomberg owns more wealth than the bottom 125 million Americans.”,"stated on February 19, 2020 in a debate:",https://www.politifact.com/factchecks/2020/mar/02/bernie-sanders/does-mike-bloomberg-own-more-wealth-bottom-125-mil/
Cal Cunningham,"Says Sen. Thom Tillis voted to ""take away"" coverage for people with pre-existing conditions.","stated on February 5, 2020 in a campaign ad:",https://www.politifact.com/factchecks/2020/mar/02/cal-cunningham/cunningham-says-tills-voted-take-away-coverage-pre/
Charlie Kirk,“Three Chinese nationals were apprehended trying to cross our Southern border illegally. Each had flu-like symptoms. Border Patrol quickly quarantined them and assessed any threat of coronavirus.”,"stated on February 24, 2020 in a tweet:",https://www.politifact.com/factchecks/2020/feb/28/charlie-kirk/checking-tweet-about-chinese-people-detained-flu-s/
Mark Pocan,"“There’s an Amazon distribution center that was advertising, last time I was there, up to $12.75 an hour. Your parents made that three decades ago.”","stated on January 16, 2020 in a tweet:",https://www.politifact.com/factchecks/2020/feb/28/mark-pocan/pocan-money-lagging-wages-claim/
Bernie Sanders,"“When Fidel Castro came into office, you know what he did? He had a massive literacy program.”","stated on February 23, 2020 in an interview on CBS News' ""60 Minutes"":",https://www.politifact.com/factchecks/2020/feb/24/bernie-sanders/sanders-correct-cuba-literacy-campaign-skimps-prop/
Michael Bloomberg,Says “black babies die at rates twice as high as white babies because of a lack of access to affordable health care.”,"stated on February 13, 2020 in a rally:",https://www.politifact.com/factchecks/2020/feb/20/michael-bloomberg/checking-bloomberg-houston-infant-mortality/
Bloggers,Says Melania Trump lied under oath in 2013 about graduating from college with a bachelor’s degree in architecture.,"stated on February 9, 2020 in a story:",https://www.politifact.com/factchecks/2020/feb/20/blog-posting/claim-about-melania-trump-touting-false-credential/
Bernie Sanders,"Says Mike Bloomberg is “a candidate who in 2015 stated, and I quote: ‘I, for example, am not in favor, have never been in favor of raising the minimum wage.’”","stated on February 15, 2020 in a speech in Nevada:",https://www.politifact.com/factchecks/2020/feb/18/bernie-sanders/mike-bloomberg-now-supports-15-minimum-wage-he-did/
Facebook posts,"“Trump just cut the scheduled federal pay raise, stating that he can’t do it now because of ‘serious economic conditions’ in America.”","stated on February 13, 2020 in a Facebook post:",https://www.politifact.com/factchecks/2020/feb/17/facebook-posts/trump-cited-serious-economic-conditions-reducing-f/
Jan Schakowsky,"“We’ve also seen in the time that he’s (Donald Trump) been president, an increase in carbon emissions going absolutely in the wrong way.”","stated on February 12, 2020 in committee hearing remarks:",https://www.politifact.com/factchecks/2020/feb/16/jan-schakowsky/have-carbon-emissions-increased-under-trump/
Veronica Escobar,"“House Democrats have passed more than 275 bipartisan bills this Congress.""","stated on February 4, 2020 in a speech:",https://www.politifact.com/factchecks/2020/feb/12/veronica-escobar/what-acceptable-measure-bipartisanship/
Roy Cooper,"Says a ""court has ordered North Carolina to step up significantly its funding for education.""","stated on January 21, 2020 in a tweet:",https://www.politifact.com/factchecks/2020/feb/12/roy-cooper/judge-ordered-north-carolina-spend-more-education-/
Facebook posts,“Trump’s daughter works at the White House. Her husband works at the White House. Rudy’s son works at the White House. Barr’s son-in-law works at the White House. Barr’s daughter works at Treasury. Trump’s sons do foreign business. Trump’s daughter is getting Chinese patents and Saudi grants.”,"stated on December 8, 2019 in a Facebook post:",https://www.politifact.com/factchecks/2020/feb/11/facebook-posts/fact-checking-how-many-trump-relatives-and-friends/
Elizabeth Warren,“Everyone on this stage except Amy (Klobuchar) and me is either a billionaire or is receiving help from PACs that can do unlimited spending.”,"stated on February 7, 2020 in a debate in Manchester, N.H.:",https://www.politifact.com/factchecks/2020/feb/11/elizabeth-warren/elizabeth-warren-largely-right-about-rivals-relian/
Henry Cisneros,Says San Antonio has “the lowest per capita income of any major Texas city.”,"stated on January 29, 2020 in a meeting:",https://www.politifact.com/factchecks/2020/feb/07/henry-cisneros/does-san-antonio-have-lowest-capita-income-major-t/
Donald Trump,“Very close to 160 million people are now working in the United States. Nobody's ever even come close to that number.”,"stated on January 14, 2020 in a public forum:",https://www.politifact.com/factchecks/2020/feb/07/donald-trump/president-trump-scores-claim-number-us-workers/
Tammy Baldwin,"“Over the past two years, climate and weather disaster damage has cost the U.S. over $400 billion.”","stated on December 10, 2019 in a tweet:",https://www.politifact.com/factchecks/2020/feb/05/tammy-baldwin/wisconsin-sen-baldwin-makes-cents-costs-climate-ch/
Val Demings,“All of the aid has not arrived” to Ukraine.,"stated on January 29, 2020 in the impeachment trial:",https://www.politifact.com/factchecks/2020/feb/03/val-demings/ukraine-really-still-waiting-us-aid-small-amount-s/
JB Pritzker,"“Over the past year, Illinois has reduced its unemployment rate more than all of the top 20 most populated states in the nation — and more than our Midwestern peers.”","stated on January 29, 2020 in a speech:",https://www.politifact.com/factchecks/2020/feb/02/jb-pritzker/pritzker-says-illinois-unemployment-rate-dropped-m/
Andrew Yang,"""Right now 5% of Americans donate to candidates."" ","stated on January 23, 2020 in a town hall in Muscatine, Iowa:",https://www.politifact.com/factchecks/2020/jan/24/andrew-yang/what-percent-americans-donate-political-candidates/
Bernie Sanders,"""The Machinists Union does not (support the USMCA trade deal). And every environmental organization in this country (also) opposes it.""","stated on January 14, 2020 in comments at a presidential debate:",https://www.politifact.com/factchecks/2020/jan/22/bernie-sanders/major-environmental-groups-opposed-new-usmca-trade/
Elizabeth Warren,"""We were living outside of Houston and that’s when I found it: a commuter college, 45 minutes away that cost $50 a semester.""","stated on January 4, 2020 in a speech:",https://www.politifact.com/factchecks/2020/jan/17/elizabeth-warren/did-elizabeth-warren-really-pay-50-attend-universi/
Donald Trump,"Says Iranian Gen. Qassem Soleimani ""was a designated terrorist by President Obama, who didn't do anything about it."" ","stated on January 14, 2020 in a campaign speech:",https://www.politifact.com/factchecks/2020/jan/16/donald-trump/fact-checking-trumps-claim-obama-designated-irans-/
Michael Bloomberg,"""We cut New York City’s carbon footprint twice as much as the rest of the country."" ","stated on December 15, 2019 in a speech:",https://www.politifact.com/factchecks/2020/jan/11/michael-bloomberg/bloomberg-claims-gains-carbon-footprint-mayor/
Frederica Wilson,"Says Betsy DeVos is the ""most unpopular person in our government.""","stated on December 12, 2019 in a hearing:",https://www.politifact.com/factchecks/2020/jan/06/frederica-wilson/how-unpopular-betsy-devos/
David Crowley,"""Child care costs account for 24% of a WI family’s budget."" ","stated on October 22, 2019 in a tweet:",https://www.politifact.com/factchecks/2020/jan/03/david-crowley/child-care-costs-can-take-big-bite-family-budget/
Eric Schmitt,"""You have literally 140 people dying every day of opioid-related overdoses.""","stated on November 25, 2019 in a roundtable:",https://www.politifact.com/factchecks/2019/dec/31/eric-schmitt/schmitt-rates-mostly-true-claim-about-opioid-death/
Wayne Goodwin,"Says his opponent for NC Insurance Commissioner is a ""perennial candidate"" over 30 years.","stated on December 14, 2019 in a tweet:",https://www.politifact.com/factchecks/2019/dec/23/wayne-goodwin/nc-democrat-makes-claim-about-insurance-commission/
New York City Police Benevolent Association,"""Defendants charged with producing, directing or promoting an obscene sexual performance by a child will be arraigned & set free."" ","stated on December 2, 2019 in a Tweet:",https://www.politifact.com/factchecks/2019/dec/22/new-york-city-police-benevolent-association/police-union-criticizes-new-bail-law/
Joe Biden,"""You have to have congressional authority"" to close Guantanamo Bay prison. ","stated on December 19, 2019 in a Democratic primary debate in Los Angeles:",https://www.politifact.com/factchecks/2019/dec/20/joe-biden/congress-put-roadblocks-front-efforts-close-gitmo-/
Jim Himes,"Says President Donald Trump ""has not given this Congress a single email, phone record or document.""","stated on December 18, 2019 in in an impeachment debate:",https://www.politifact.com/factchecks/2019/dec/19/jim-himes/himes-says-white-house-snubbed-houses-document-req/
Woody Thrasher,"""West Virginia is sixth overall in the average number of at-risk youth.""","stated on August 21, 2019 in a tweet:",https://www.politifact.com/factchecks/2019/dec/06/woody-thrasher/does-west-virginia-rank-sixth-nation-risk-youth/
Jim Justice,"China today is ""burning seven to eight times the amount of coal that we’re burning in the United States.""","stated on June 10, 2019 in a press conference:",https://www.politifact.com/factchecks/2019/dec/04/jim-justice/does-china-burn-seven-eight-times-much-coal-us/
Alma Adams,"""The President wants to cut 3 MILLION people from SNAP, including children, seniors and veterans.""","stated on November 26, 2019 in a tweet:",https://www.politifact.com/factchecks/2019/dec/03/alma-adams/nc-democrat-mostly-right-about-proposed-cuts-snap/
Michael Bloomberg,"""No other city in America did what (New York) did. We reduced murders by 50%, reduced police shootings to historic lows, reduced the number of people incarcerated by nearly 40%.""","stated on November 17, 2019 in a speech:",https://www.politifact.com/factchecks/2019/dec/02/michael-bloomberg/new-york-crime-did-drop-when-2020-hopeful-michael-/
Lizzie Pannill Fletcher,"""In Texas, Latinas make less than $0.45 for every dollar a man makes. That makes us 49th in the nation.""","stated on November 20, 2019 in a tweet:",https://www.politifact.com/factchecks/2019/nov/27/lizzie-pannill-fletcher/texas-among-states-widest-pay-gap-latinas/
Robin Vos,"Says 1,000 people failed gun background checks in Wisconsin in 2018, but ""almost none of them were prosecuted for trying to do a background check and illegally buy a weapon.""","stated on November 10, 2019 in a TV interview:",https://www.politifact.com/factchecks/2019/nov/26/robin-vos/wisconsin-failed-gun-background-checks-rarely-lead/
Kellyanne Conway,"""We now have the first decline in overdose deaths due to drugs in 30 years - since 1990."" ","stated on November 20, 2019 in a radio interview.:",https://www.politifact.com/factchecks/2019/nov/26/kellyanne-conway/are-overdose-drug-deaths-finally-going-down-conway/
Nancy Pelosi,"President Trump ""hasn’t built any new (border) wall"" during his time in office.","stated on November 17, 2019 in an interview on ""Face the Nation"":",https://www.politifact.com/factchecks/2019/nov/23/nancy-pelosi/mostly-true-nancy-pelosis-claim-president-trump-ha/
Nikki Fried,"While previous clemency boards granted restoration of civil rights to thousands of Floridians, ""so far this year, under this clemency board, four (felons) have gotten their rights back.""","stated on October 29, 2019 in a pre-legislative media forum:",https://www.politifact.com/factchecks/2019/nov/21/nikki-fried/2019-few-florida-felons-got-their-voting-rights-ba/
Mike Pence,"""Since President (Donald Trump’s) election, 36,000 jobs have been created in WI.""","stated on November 20, 2019 in a tweet:",https://www.politifact.com/factchecks/2019/nov/21/mike-pence/mike-pence-right-about-wisconsin-jobs-increase/
David McKinley,"""$53 million a week is coming across the border in drugs.""","stated on October 13, 2019 in an article in a local newspaper:",https://www.politifact.com/factchecks/2019/nov/18/david-mckinley/what-value-drugs-come-us-border/
Sid Miller,"""Confederate veterans were conferred with many of the same benefits of other United States military veterans by Acts of Congress back in 1929 and 1957.""","stated on November 9, 2019 in a Facebook post:",https://www.politifact.com/factchecks/2019/nov/15/sid-miller/did-congressional-acts-give-confederate-veterans-f/
William Taylor,"""The Russians are violating all of the rules, treaties, understandings that they committed to that actually kept the peace in Europe for nearly 70 years.""","stated on November 13, 2019 in impeachment inquiry testimony:",https://www.politifact.com/factchecks/2019/nov/14/william-taylor/fact-checking-impeachment-witness-william-taylors-/
Donald Trump Jr.,"""It’s only a federal crime for the"" inspector general to out a whistleblower.","stated on November 7, 2019 in an interview on ABC's ""The View"":",https://www.politifact.com/factchecks/2019/nov/11/donald-trump-jr/outing-whistleblower-only-crime-if-inspector-gener/
Mark Pocan,"""In WI, over 79% of Title X patients rely on Planned Parenthood for their basic health care.""","stated on August 19, 2019 in a tweet:",https://www.politifact.com/factchecks/2019/nov/08/mark-pocan/wisconsin-democrats-claim-about-reliance-planned-p/
Donald Trump,"""President Trump has lifted the prospect of voters across Vermont, overseeing a 11,742 decline of Vermont residents on food stamps.""","stated on November 4, 2019 in a campaign email to Vermont media:",https://www.politifact.com/factchecks/2019/nov/07/donald-trump/trumps-right-food-stamp-recipients-vermont-dropped/
Democratic Senatorial Campaign Committee,"Says Thom Tillis voted to support Trump’s emergency declaration to fund the border wall even though it would ""raid $80 million from North Carolina.""","stated on September 29, 2019 in a tweet:",https://www.politifact.com/factchecks/2019/nov/06/democratic-senatorial-campaign-committee/did-nc-senator-vote-let-trump-administration-raid-/
Pete Buttigieg,"""When it comes to electability, every single time my party has won the presidency in the last 50 years, it’s been with a candidate who was new on the national scene, hadn’t spent a lot of time in Washington, and represented a new generation of leadership.""","stated on October 30, 2019 in an interview:",https://www.politifact.com/factchecks/2019/nov/05/pete-buttigieg/fact-checking-pete-buttigieg-success-democratic-pr/
Jack Salzwedel,"""There’s more African American males in the penal system right now than there were (enslaved) at the height of slavery."" ","stated on October 8, 2019 in a public forum:",https://www.politifact.com/factchecks/2019/nov/01/jack-salzwedel/american-family-ceo-makes-point-about-19th-century/
Mike Parson,"""Wages are on the rise — in fact we were the top small-business wage growth state in the nation.""","stated on September 8, 2019 in a campaign announcement:",https://www.politifact.com/factchecks/2019/oct/31/mike-parson/parsons-mostly-right-about-big-growth-small-busine/
Joe Biden,"""I entered as one of the poorest men in Congress, left one of the poorest men in government, in Congress and as vice president.""","stated on October 16, 2019 in answering questions from reporters:",https://www.politifact.com/factchecks/2019/oct/30/joe-biden/fact-checking-joe-bidens-claim-hes-among-poorest-g/
Richard Durbin,"Says that in Illinois, ""fewer than 20% of those actually deported have been charged with any serious crime.""","stated on October 22, 2019 in remarks at a committee hearing:",https://www.politifact.com/factchecks/2019/oct/27/richard-durbin/durbin-mostly-track-claim-illinois-deportations/
Rand Paul,"""Most people below $50,000 don’t pay any income tax. The top 1 percent in our country pay 40%.""","stated on October 11, 2019 in an interview on ABC's ""The View"":",https://www.politifact.com/factchecks/2019/oct/17/rand-paul/fact-checking-rand-pauls-appearance-view/
Andrew Yang,"Says about universal basic income, ""Thomas Paine was for it at our founding ... Martin Luther King, champion in the ‘60s, called it a guaranteed minimum income for all Americans… It passed the U.S. House of Representatives twice in 1971.""","stated on September 21, 2019 in Iowa Steak Fry speech:",https://www.politifact.com/factchecks/2019/oct/16/andrew-yang/fact-checking-andrew-yang-history-universal-basic-/
Elizabeth Warren," ""Back when I was studying it, two out of three families that ended up in bankruptcy after a serious medical problem had health insurance.""","stated on October 15, 2019 in comments made during the Oct. 15 Democratic presidential primary debate:",https://www.politifact.com/factchecks/2019/oct/16/elizabeth-warren/warren-wades-debate-health-care-costs-and-bankrupt/
Richard Durbin,"Says ""90% of policemen are for"" expanding background checks to all gun sales.","stated on September 23, 2019 in a speech:",https://www.politifact.com/factchecks/2019/oct/04/richard-durbin/durbin-mostly-target-claim-about-police-support-ex/
Joe Biden,"""We’re no longer the wealthiest middle class in the world.""","stated on September 21, 2019 in a campaign appearance in Iowa:",https://www.politifact.com/factchecks/2019/oct/04/joe-biden/us-middle-class-no-longer-leads-world-bidens-claim/
Sam Graves,"""The average bridge in Missouri is 48 years old — most were only designed to last for 50 years.""","stated on August 29, 2019 in a newsletter:",https://www.politifact.com/factchecks/2019/oct/02/sam-graves/missouris-aging-bridges-are-problem-maybe-not-reas/
Richard Ojeda,"The United States is ""#1 in oil consumption"" in the world.","stated on August 25, 2019 in a tweet:",https://www.politifact.com/factchecks/2019/oct/01/richard-ojeda/does-united-states-rank-first-world-oil-consumptio/
Bernie Sanders,"""49% of all new income goes to the top 1%.""","stated on September 24, 2019 in a speech:",https://www.politifact.com/factchecks/2019/sep/29/bernie-sanders/bernie-sanders-says-49-new-income-goes-top-1/
West Virginia Republican Party,"""Women’s unemployment has been lower under President Trump than it’s been in nearly 70 years.""","stated on August 27, 2019 in a tweet:",https://www.politifact.com/factchecks/2019/sep/26/west-virginia-republican-party/unemployment-women-lowest-point-almost-70-years/
Xavier Becerra," ""Every time we go to court,"" against the Trump administration, ""for the most part, we win."" ","stated on August 26, 2019 in a news conference:",https://www.politifact.com/factchecks/2019/sep/25/xavier-becerra/california-really-winning-court-against-trump-admi/
Gina Hinojosa,"""You can have an active warrant for your arrest for murder and legally pass a background check system in the state of Texas"" to purchase a gun.","stated on September 4, 2019 in a press conference:",https://www.politifact.com/factchecks/2019/sep/20/gina-hinojosa/can-you-have-outstanding-arrest-warrant-murder-and/
Nicole Galloway,"Says her office ""uncover(ed) $350 million in waste and fraud; it led to 40 criminal charges against both Republicans and Democrats.""","stated on August 12, 2019 in her campaign announcement:",https://www.politifact.com/factchecks/2019/sep/20/nicole-galloway/galloways-watchdog-bragging-claim-mostly-point/
Mark Perry,"""Wisconsin is currently seeing an influx of new residents, Illinois is seeing an outflux.""","stated on June 28, 2019 in a radio interview:",https://www.politifact.com/factchecks/2019/sep/19/mark-perry/illinois-population-loss-wisconsins-gain/
Stanley Greenberg,"""What was the reality for most Americans during the Obama presidency? Most lost wealth and their incomes fell, particularly for those at the bottom of the ladder.""","stated on September 9, 2019 in his book, ""RIP GOP"":",https://www.politifact.com/factchecks/2019/sep/10/stanley-greenberg/did-most-americans-lose-wealth-income-under-barack/
Donald Trump,"""From 2010 to 2017, natural gas production plummeted by nearly 70 percent in New York, but it soared almost 1,000 percent in Pennsylvania.""","stated on August 13, 2019 in a speech:",https://www.politifact.com/factchecks/2019/sep/04/donald-trump/trump-correct-about-natural-gas-trends-new-york-an/
Sean Casten,"""Most climate scientists agree that we only have less than a decade to turn things around or else we’ll be stuck with a 'worst case scenario' including rising sea levels, devastating droughts, and worsening famines.""","stated on August 18, 2019 in a campaign email:",https://www.politifact.com/factchecks/2019/sep/01/sean-casten/does-science-say-time-running-out-stop-climate-dis/
Elizabeth Warren,"""We lag behind many other developed nations in connectivity and speed, while also paying more for that service.""","stated on August 27, 2019 in an op-ed in the Washington Post:",https://www.politifact.com/factchecks/2019/aug/29/elizabeth-warren/warren-says-us-broadband-lags-compared-other-natio/
Bernie Sanders," ""Last year, South Carolina spent $21,756 per prison inmate and $11,552 per student.""","stated on August 26, 2019 in an Instagram post:",https://www.politifact.com/factchecks/2019/aug/27/bernie-sanders/bernie-sanders-right-south-carolina-spends-more-pr/
Ivanka Trump,"""Since the passage of Tax Cuts, real disposable personal income per household has increased $5,205.""","stated on August 20, 2019 in a tweet:",https://www.politifact.com/factchecks/2019/aug/22/ivanka-trump/ivanka-trump-mostly-accurate-disposable-income-has/
Jason Miyares,"""On average, 65% of gun deaths in America are from suicides."" ","stated on August 13, 2019 in a radio interview.:",https://www.politifact.com/factchecks/2019/aug/21/jason-miyares/62-us-gun-deaths-are-suicides/
Philip Van Cleave,"""Criminals don’t go through (gun) background checks. I think it’s like 3% go through a background check."" ","stated on August 8, 2019 in a radio interview.:",https://www.politifact.com/factchecks/2019/aug/13/philip-van-cleave/van-cleave-ballpark-criminals-who-had-gun-backgrou/
Sheila Bynum-Coleman,"""African Americans are three to four times more likely to be arrested for drug crimes, and nine times more likely to be imprisoned."" ","stated on July 26, 2019 in a website post.:",https://www.politifact.com/factchecks/2019/aug/06/sheila-bynum-coleman/bynum-coleman-mostly-right-about-racial-disparity-/
Donald Trump,"""Last year, we prosecuted a record number of firearms offenses.""","stated on August 5, 2019 in a speech:",https://www.politifact.com/factchecks/2019/aug/05/donald-trump/after-mass-shootings-fact-checking-trumps-statisti/
Joe Biden,"Says Kamala Harris oversaw a police department that was ""abusing people’s rights"" and that she did not ""disclose to defense attorneys"" when there was exculpatory evidence: ""She didn't do that. She never did it. And so, what happened? Along came a federal judge and said enough, enough, and he freed 1,000 of these people.""","stated on July 31, 2019 in a Democratic presidential primary debate:",https://www.politifact.com/factchecks/2019/aug/02/joe-biden/debate-biden-said-google-1000-prisoners-freed-kama/
Ben Carson," ""You look at the homelessness situation. Take a city like Tokyo, which has more people than New York City. There's no homelessness there.""","stated on July 31, 2019 in a press conference:",https://www.politifact.com/factchecks/2019/aug/01/ben-carson/baltimore-talk-ben-carson-highlights-extremely-low/
X posts,"""Reagan took the deficit from $70 billion to $175 billion. Bush 41 took it to $300 billion. Clinton got it to zero. Bush 43 took it from zero to $1.2 trillion. Obama halved it to $600 billion. Trump’s got it back to a trillion.""","stated on July 23, 2019 in a tweet:",https://www.politifact.com/factchecks/2019/jul/29/tweets/republican-presidents-democrats-contribute-deficit/
Beto O'Rourke,"""We are incarcerating more children than any time ... since we interned Japanese-Americans during World War II""","stated on July 11, 2019 in a public forum:",https://www.politifact.com/factchecks/2019/jul/26/beto-orourke/orourke-point-claim-us-incarcerating-children/
Amy Klobuchar,"""There are, literally, two pharmaceutical lobbyists for every member of Congress.""","stated on July 15, 2019 in comments made at an AARP-sponsored Democratic presidential primary candidate forum:",https://www.politifact.com/factchecks/2019/jul/26/amy-klobuchar/klobuchar-says-there-are-enough-drug-lobbyists-dc-/
Roland Martin,"Republicans ""are advancing federal judges who won't even say that Brown vs. Board of Education was properly decided.""","stated on July 21, 2019 in a panel on ABC's ""This Week"":",https://www.politifact.com/factchecks/2019/jul/25/roland-martin/have-trump-judicial-nominees-refused-comment-brown/
Tulsi Gabbard,"At the same time President Trump talks about supporting veterans, ""he is deporting service members who have volunteered to serve this country."" ","stated on July 11, 2019 in a public forum:",https://www.politifact.com/factchecks/2019/jul/19/tulsi-gabbard/gabbard-hits-target-claim-trump-and-military-depor/
